Ref,Val,Package,PosX,PosY,Rot,Side
"Q51","2N7002","SOT-23",58.774940,-132.772301,0.000000,top
"Q52","2N7002","SOT-23",58.774940,-121.372301,0.000000,top
"Q53","2N7002","SOT-23",62.474940,-125.172301,0.000000,top
"Q54","2N7002","SOT-23",62.474940,-136.572301,0.000000,top
"Q55","2N7002","SOT-23",58.774940,-128.972301,0.000000,top
"Q56","2N7002","SOT-23",58.774940,-125.172301,0.000000,top
"Q57","2N7002","SOT-23",58.774940,-136.572301,0.000000,top
"Q58","2N7002","SOT-23",62.474940,-140.372301,0.000000,top
"Q59","2N7002","SOT-23",58.774940,-140.372301,0.000000,top
"Q60","2N7002","SOT-23",62.524940,-167.672301,0.000000,top
"Q61","2N7002","SOT-23",62.524940,-179.072301,0.000000,top
"Q62","2N7002","SOT-23",58.824940,-179.072301,0.000000,top
"Q63","2N7002","SOT-23",58.824940,-167.672301,0.000000,top
"Q64","2N7002","SOT-23",62.524940,-171.472301,0.000000,top
"Q65","2N7002","SOT-23",62.524940,-182.872301,0.000000,top
"Q66","2N7002","SOT-23",58.824940,-175.272301,0.000000,top
"Q67","2N7002","SOT-23",58.824940,-171.472301,0.000000,top
"Q68","2N7002","SOT-23",58.824940,-182.872301,0.000000,top
"Q69","2N7002","SOT-23",62.524940,-186.672301,0.000000,top
"Q70","2N7002","SOT-23",58.824940,-186.672301,0.000000,top
"Q71","2N7002","SOT-23",76.550000,-190.450000,0.000000,top
"Q72","2N7002K","SOT-23",72.800000,-190.450000,0.000000,top
"Q73","2N7002","SOT-23",76.354940,-67.792301,0.000000,top
"Q74","2N7002","SOT-23",72.654940,-67.792301,0.000000,top
"Q75","2N7002","SOT-23",76.354940,-44.992301,0.000000,top
"Q76","2N7002","SOT-23",76.354940,-56.392301,0.000000,top
"Q77","2N7002","SOT-23",72.654940,-56.392301,0.000000,top
"Q78","2N7002","SOT-23",72.654940,-44.992301,0.000000,top
"Q79","2N7002","SOT-23",76.354940,-48.792301,0.000000,top
"Q80","2N7002","SOT-23",76.354940,-60.192301,0.000000,top
"Q81","2N7002","SOT-23",72.654940,-52.592301,0.000000,top
"Q82","2N7002","SOT-23",72.654940,-48.792301,0.000000,top
"Q83","2N7002","SOT-23",72.654940,-60.192301,0.000000,top
"Q84","2N7002","SOT-23",76.354940,-63.992301,0.000000,top
"Q85","2N7002","SOT-23",72.654940,-63.992301,0.000000,top
"Q86","2N7002","SOT-23",76.360000,-113.500000,0.000000,top
"Q87","2N7002","SOT-23",76.360000,-94.800000,0.000000,top
"Q88","2N7002","SOT-23",76.360000,-109.800000,0.000000,top
"Q89","2N7002","SOT-23",76.360000,-106.000000,0.000000,top
"Q90","2N7002","SOT-23",76.360000,-98.500000,0.000000,top
"Q91","2N7002","SOT-23",72.760000,-113.500000,0.000000,top
"Q92","2N7002","SOT-23",72.760000,-109.800000,0.000000,top
"Q93","2N7002","SOT-23",72.760000,-106.000000,0.000000,top
"Q94","2N7002","SOT-23",72.760000,-98.500000,0.000000,top
"Q95","2N7002","SOT-23",72.760000,-117.300000,0.000000,top
"Q96","2N7002","SOT-23",72.760000,-102.200000,0.000000,top
"Q97","2N7002","SOT-23",76.344940,-72.112301,0.000000,top
"Q98","2N7002","SOT-23",76.344940,-83.512301,0.000000,top
"Q99","2N7002","SOT-23",72.644940,-83.512301,0.000000,top
"Q100","2N7002","SOT-23",72.644940,-72.112301,0.000000,top
"Q101","2N7002","SOT-23",76.344940,-75.912301,0.000000,top
"Q102","2N7002","SOT-23",76.344940,-87.312301,0.000000,top
"Q103","2N7002","SOT-23",72.644940,-79.712301,0.000000,top
"Q104","2N7002","SOT-23",72.644940,-75.912301,0.000000,top
"Q105","2N7002","SOT-23",72.644940,-87.312301,0.000000,top
"Q106","2N7002","SOT-23",76.344940,-91.112301,0.000000,top
"Q107","2N7002","SOT-23",72.644940,-91.112301,0.000000,top
"Q108","2N7002","SOT-23",76.520000,-144.220000,0.000000,top
"Q109","2N7002","SOT-23",72.820000,-144.220000,0.000000,top
"Q110","2N7002","SOT-23",76.520000,-155.620000,0.000000,top
"Q111","2N7002","SOT-23",76.520000,-159.420000,0.000000,top
"Q112","2N7002","SOT-23",76.520000,-151.820000,0.000000,top
"Q113","2N7002","SOT-23",76.520000,-148.020000,0.000000,top
"Q114","2N7002K","SOT-23",72.820000,-159.420000,0.000000,top
"Q115","2N7002","SOT-23",72.820000,-155.620000,0.000000,top
"Q116","2N7002K","SOT-23",72.820000,-151.820000,0.000000,top
"Q117","2N7002K","SOT-23",72.820000,-148.020000,0.000000,top
"Q118","2N7002K","SOT-23",72.820000,-163.220000,0.000000,top
"Q119","2N7002","SOT-23",76.494940,-121.392301,0.000000,top
"Q120","2N7002","SOT-23",76.494940,-132.792301,0.000000,top
"Q121","2N7002","SOT-23",72.794940,-132.792301,0.000000,top
"Q122","2N7002","SOT-23",72.794940,-121.392301,0.000000,top
"Q123","2N7002","SOT-23",76.494940,-125.192301,0.000000,top
"Q124","2N7002","SOT-23",76.494940,-136.592301,0.000000,top
"Q125","2N7002","SOT-23",72.794940,-128.992301,0.000000,top
"Q126","2N7002","SOT-23",72.794940,-125.192301,0.000000,top
"Q127","2N7002","SOT-23",72.794940,-136.592301,0.000000,top
"Q128","2N7002","SOT-23",76.494940,-140.392301,0.000000,top
"Q129","2N7002","SOT-23",72.794940,-140.392301,0.000000,top
"Q130","2N7002","SOT-23",76.525000,-167.675000,0.000000,top
"Q131","2N7002","SOT-23",76.525000,-179.075000,0.000000,top
"Q132","2N7002","SOT-23",72.825000,-179.075000,0.000000,top
"Q133","2N7002","SOT-23",72.825000,-167.675000,0.000000,top
"Q134","2N7002","SOT-23",76.525000,-171.475000,0.000000,top
"Q135","2N7002","SOT-23",76.525000,-182.875000,0.000000,top
"Q136","2N7002","SOT-23",72.825000,-175.275000,0.000000,top
"Q137","2N7002","SOT-23",72.825000,-171.475000,0.000000,top
"Q138","2N7002","SOT-23",72.825000,-182.875000,0.000000,top
"Q139","2N7002","SOT-23",76.525000,-186.675000,0.000000,top
"Q140","2N7002","SOT-23",72.825000,-186.675000,0.000000,top
"Q141","2N7002","SOT-23",90.400000,-190.500000,0.000000,top
"Q142","2N7002K","SOT-23",86.700000,-190.450000,0.000000,top
"Q143","2N7002","SOT-23",90.324940,-67.782301,0.000000,top
"Q144","2N7002","SOT-23",86.624940,-67.782301,0.000000,top
"Q145","2N7002","SOT-23",90.324940,-44.982301,0.000000,top
"Q146","2N7002","SOT-23",90.324940,-56.382301,0.000000,top
"Q147","2N7002","SOT-23",86.624940,-56.382301,0.000000,top
"Q148","2N7002","SOT-23",86.624940,-44.982301,0.000000,top
"Q149","2N7002","SOT-23",90.324940,-48.782301,0.000000,top
"Q150","2N7002","SOT-23",90.324940,-60.182301,0.000000,top
"Q151","2N7002","SOT-23",86.624940,-52.582301,0.000000,top
"Q152","2N7002","SOT-23",86.624940,-48.782301,0.000000,top
"Q153","2N7002","SOT-23",86.624940,-60.182301,0.000000,top
"Q154","2N7002","SOT-23",90.324940,-63.982301,0.000000,top
"Q155","2N7002","SOT-23",86.624940,-63.982301,0.000000,top
"Q156","2N7002","SOT-23",90.330000,-113.490000,0.000000,top
"Q157","2N7002","SOT-23",90.330000,-94.790000,0.000000,top
"Q158","2N7002","SOT-23",90.330000,-109.790000,0.000000,top
"Q159","2N7002","SOT-23",90.330000,-105.990000,0.000000,top
"Q160","2N7002","SOT-23",90.330000,-98.490000,0.000000,top
"Q161","2N7002","SOT-23",86.730000,-113.490000,0.000000,top
"Q162","2N7002","SOT-23",86.730000,-109.790000,0.000000,top
"Q163","2N7002","SOT-23",86.730000,-105.990000,0.000000,top
"Q164","2N7002","SOT-23",86.730000,-98.490000,0.000000,top
"Q165","2N7002","SOT-23",86.730000,-117.290000,0.000000,top
"Q166","2N7002","SOT-23",86.730000,-102.190000,0.000000,top
"Q167","2N7002","SOT-23",90.314940,-72.102301,0.000000,top
"Q168","2N7002","SOT-23",90.314940,-83.502301,0.000000,top
"Q169","2N7002","SOT-23",86.614940,-83.502301,0.000000,top
"Q170","2N7002","SOT-23",86.614940,-72.102301,0.000000,top
"Q171","2N7002","SOT-23",90.314940,-75.902301,0.000000,top
"Q172","2N7002","SOT-23",90.314940,-87.302301,0.000000,top
"Q173","2N7002","SOT-23",86.614940,-79.702301,0.000000,top
"Q174","2N7002","SOT-23",86.614940,-75.902301,0.000000,top
"Q175","2N7002","SOT-23",86.614940,-87.302301,0.000000,top
"Q176","2N7002","SOT-23",90.314940,-91.102301,0.000000,top
"Q177","2N7002","SOT-23",86.614940,-91.102301,0.000000,top
"Q178","2N7002","SOT-23",90.390000,-144.210000,0.000000,top
"Q179","2N7002","SOT-23",86.690000,-144.210000,0.000000,top
"Q180","2N7002","SOT-23",90.390000,-155.610000,0.000000,top
"Q181","2N7002","SOT-23",90.390000,-159.410000,0.000000,top
"Q182","2N7002","SOT-23",90.390000,-151.810000,0.000000,top
"Q183","2N7002","SOT-23",90.390000,-148.010000,0.000000,top
"Q184","2N7002K","SOT-23",86.690000,-159.410000,0.000000,top
"Q185","2N7002","SOT-23",86.690000,-155.610000,0.000000,top
"Q186","2N7002K","SOT-23",86.690000,-151.810000,0.000000,top
"Q187","2N7002K","SOT-23",86.690000,-148.010000,0.000000,top
"Q188","2N7002K","SOT-23",86.690000,-163.210000,0.000000,top
"Q189","2N7002","SOT-23",90.364940,-121.382301,0.000000,top
"Q190","2N7002","SOT-23",90.364940,-132.782301,0.000000,top
"Q191","2N7002","SOT-23",86.664940,-132.782301,0.000000,top
"Q192","2N7002","SOT-23",86.664940,-121.382301,0.000000,top
"Q193","2N7002","SOT-23",90.364940,-125.182301,0.000000,top
"Q194","2N7002","SOT-23",90.364940,-136.582301,0.000000,top
"Q195","2N7002","SOT-23",86.664940,-128.982301,0.000000,top
"Q196","2N7002","SOT-23",86.664940,-125.182301,0.000000,top
"Q197","2N7002","SOT-23",86.664940,-136.582301,0.000000,top
"Q198","2N7002","SOT-23",90.364940,-140.382301,0.000000,top
"Q199","2N7002","SOT-23",86.664940,-140.382301,0.000000,top
"Q200","2N7002","SOT-23",90.395000,-167.665000,0.000000,top
"Q201","2N7002","SOT-23",90.395000,-179.065000,0.000000,top
"Q202","2N7002","SOT-23",86.695000,-179.065000,0.000000,top
"Q203","2N7002","SOT-23",86.695000,-167.665000,0.000000,top
"Q204","2N7002","SOT-23",90.395000,-171.465000,0.000000,top
"Q205","2N7002","SOT-23",90.395000,-182.865000,0.000000,top
"Q206","2N7002","SOT-23",86.695000,-175.265000,0.000000,top
"Q207","2N7002","SOT-23",86.695000,-171.465000,0.000000,top
"Q208","2N7002","SOT-23",86.695000,-182.865000,0.000000,top
"Q209","2N7002","SOT-23",90.395000,-186.665000,0.000000,top
"Q210","2N7002","SOT-23",86.695000,-186.665000,0.000000,top
"Q211","2N7002","SOT-23",104.350000,-190.450000,0.000000,top
"Q212","2N7002K","SOT-23",100.700000,-190.450000,0.000000,top
"Q213","2N7002","SOT-23",104.400000,-67.800000,0.000000,top
"Q214","2N7002","SOT-23",100.700000,-67.800000,0.000000,top
"Q215","2N7002","SOT-23",104.400000,-45.000000,0.000000,top
"Q216","2N7002","SOT-23",104.400000,-56.400000,0.000000,top
"Q217","2N7002","SOT-23",100.700000,-56.400000,0.000000,top
"Q218","2N7002","SOT-23",100.700000,-45.000000,0.000000,top
"Q219","2N7002","SOT-23",104.400000,-48.800000,0.000000,top
"Q220","2N7002","SOT-23",104.400000,-60.200000,0.000000,top
"Q221","2N7002","SOT-23",100.700000,-52.600000,0.000000,top
"Q222","2N7002","SOT-23",100.700000,-48.800000,0.000000,top
"Q223","2N7002","SOT-23",100.700000,-60.200000,0.000000,top
"Q224","2N7002","SOT-23",104.400000,-64.000000,0.000000,top
"Q225","2N7002","SOT-23",100.700000,-64.000000,0.000000,top
"Q226","2N7002","SOT-23",104.305060,-113.507699,0.000000,top
"Q227","2N7002","SOT-23",104.405060,-94.807699,0.000000,top
"Q228","2N7002","SOT-23",104.305060,-109.807699,0.000000,top
"Q229","2N7002","SOT-23",104.305060,-106.007699,0.000000,top
"Q230","2N7002","SOT-23",104.305060,-98.507699,0.000000,top
"Q231","2N7002","SOT-23",100.705060,-113.507699,0.000000,top
"Q232","2N7002","SOT-23",100.705060,-109.807699,0.000000,top
"Q233","2N7002","SOT-23",100.705060,-106.007699,0.000000,top
"Q234","2N7002","SOT-23",100.705060,-98.507699,0.000000,top
"Q235","2N7002","SOT-23",100.705060,-117.307699,0.000000,top
"Q236","2N7002","SOT-23",100.705060,-102.207699,0.000000,top
"Q237","2N7002","SOT-23",104.390000,-72.120000,0.000000,top
"Q238","2N7002","SOT-23",104.390000,-83.520000,0.000000,top
"Q239","2N7002","SOT-23",100.690000,-83.520000,0.000000,top
"Q240","2N7002","SOT-23",100.690000,-72.120000,0.000000,top
"Q241","2N7002","SOT-23",104.390000,-75.920000,0.000000,top
"Q242","2N7002","SOT-23",104.390000,-87.320000,0.000000,top
"Q243","2N7002","SOT-23",100.690000,-79.720000,0.000000,top
"Q244","2N7002","SOT-23",100.690000,-75.920000,0.000000,top
"Q245","2N7002","SOT-23",100.690000,-87.320000,0.000000,top
"Q246","2N7002","SOT-23",104.390000,-91.120000,0.000000,top
"Q247","2N7002","SOT-23",100.690000,-91.120000,0.000000,top
"Q248","2N7002","SOT-23",104.365060,-144.227699,0.000000,top
"Q249","2N7002","SOT-23",100.665060,-144.227699,0.000000,top
"Q250","2N7002","SOT-23",104.365060,-155.627699,0.000000,top
"Q251","2N7002","SOT-23",104.365060,-159.427699,0.000000,top
"Q252","2N7002","SOT-23",104.365060,-151.827699,0.000000,top
"Q253","2N7002","SOT-23",104.365060,-148.027699,0.000000,top
"Q254","2N7002K","SOT-23",100.665060,-159.427699,0.000000,top
"Q255","2N7002","SOT-23",100.665060,-155.627699,0.000000,top
"Q256","2N7002K","SOT-23",100.665060,-151.827699,0.000000,top
"Q257","2N7002K","SOT-23",100.665060,-148.027699,0.000000,top
"Q258","2N7002K","SOT-23",100.665060,-163.227699,0.000000,top
"Q259","2N7002","SOT-23",104.340000,-121.400000,0.000000,top
"Q260","2N7002","SOT-23",104.340000,-132.800000,0.000000,top
"Q261","2N7002","SOT-23",100.640000,-132.800000,0.000000,top
"Q262","2N7002","SOT-23",100.640000,-121.400000,0.000000,top
"Q263","2N7002","SOT-23",104.340000,-125.200000,0.000000,top
"Q264","2N7002","SOT-23",104.340000,-136.600000,0.000000,top
"Q265","2N7002","SOT-23",100.640000,-129.000000,0.000000,top
"Q266","2N7002","SOT-23",100.640000,-125.200000,0.000000,top
"Q267","2N7002","SOT-23",100.640000,-136.600000,0.000000,top
"Q268","2N7002","SOT-23",104.340000,-140.400000,0.000000,top
"Q269","2N7002","SOT-23",100.640000,-140.400000,0.000000,top
"Q270","2N7002","SOT-23",104.370060,-167.682699,0.000000,top
"Q271","2N7002","SOT-23",104.370060,-179.082699,0.000000,top
"Q272","2N7002","SOT-23",100.670060,-179.082699,0.000000,top
"Q273","2N7002","SOT-23",100.670060,-167.682699,0.000000,top
"Q274","2N7002","SOT-23",104.370060,-171.482699,0.000000,top
"Q275","2N7002","SOT-23",104.370060,-182.882699,0.000000,top
"Q276","2N7002","SOT-23",100.670060,-175.282699,0.000000,top
"Q277","2N7002","SOT-23",100.670060,-171.482699,0.000000,top
"Q278","2N7002","SOT-23",100.670060,-182.882699,0.000000,top
"Q279","2N7002","SOT-23",104.370060,-186.682699,0.000000,top
"Q280","2N7002","SOT-23",100.670060,-186.682699,0.000000,top
"Q281","2N7002","SOT-23",118.400000,-190.500000,0.000000,top
"Q282","2N7002K","SOT-23",114.650000,-190.500000,0.000000,top
"Q283","2N7002","SOT-23",118.400000,-67.800000,0.000000,top
"Q284","2N7002","SOT-23",114.700000,-67.800000,0.000000,top
"Q285","2N7002","SOT-23",118.400000,-45.000000,0.000000,top
"Q286","2N7002","SOT-23",118.400000,-56.400000,0.000000,top
"Q287","2N7002","SOT-23",114.700000,-56.400000,0.000000,top
"Q288","2N7002","SOT-23",114.700000,-45.000000,0.000000,top
"Q289","2N7002","SOT-23",118.400000,-48.800000,0.000000,top
"Q290","2N7002","SOT-23",118.400000,-60.200000,0.000000,top
"Q291","2N7002","SOT-23",114.700000,-52.600000,0.000000,top
"Q292","2N7002","SOT-23",114.700000,-48.800000,0.000000,top
"Q293","2N7002","SOT-23",114.700000,-60.200000,0.000000,top
"Q294","2N7002","SOT-23",118.400000,-64.000000,0.000000,top
"Q295","2N7002","SOT-23",114.700000,-64.000000,0.000000,top
"Q296","2N7002","SOT-23",118.305060,-113.507699,0.000000,top
"Q297","2N7002","SOT-23",118.405060,-94.807699,0.000000,top
"Q298","2N7002","SOT-23",118.305060,-109.807699,0.000000,top
"Q299","2N7002","SOT-23",118.305060,-106.007699,0.000000,top
"Q300","2N7002","SOT-23",118.305060,-98.507699,0.000000,top
"Q301","2N7002","SOT-23",114.705060,-113.507699,0.000000,top
"Q302","2N7002","SOT-23",114.705060,-109.807699,0.000000,top
"Q303","2N7002","SOT-23",114.705060,-106.007699,0.000000,top
"Q304","2N7002","SOT-23",114.705060,-98.507699,0.000000,top
"Q305","2N7002","SOT-23",114.705060,-117.307699,0.000000,top
"Q306","2N7002","SOT-23",114.705060,-102.207699,0.000000,top
"Q307","2N7002","SOT-23",118.390000,-72.120000,0.000000,top
"Q308","2N7002","SOT-23",118.390000,-83.520000,0.000000,top
"Q309","2N7002","SOT-23",114.690000,-83.520000,0.000000,top
"Q310","2N7002","SOT-23",114.690000,-72.120000,0.000000,top
"Q311","2N7002","SOT-23",118.390000,-75.920000,0.000000,top
"Q312","2N7002","SOT-23",118.390000,-87.320000,0.000000,top
"Q313","2N7002","SOT-23",114.690000,-79.720000,0.000000,top
"Q314","2N7002","SOT-23",114.690000,-75.920000,0.000000,top
"Q315","2N7002","SOT-23",114.690000,-87.320000,0.000000,top
"Q316","2N7002","SOT-23",118.390000,-91.120000,0.000000,top
"Q317","2N7002","SOT-23",114.690000,-91.120000,0.000000,top
"Q318","2N7002","SOT-23",118.365060,-144.227699,0.000000,top
"Q319","2N7002","SOT-23",114.665060,-144.227699,0.000000,top
"Q320","2N7002","SOT-23",118.365060,-155.627699,0.000000,top
"Q321","2N7002","SOT-23",118.365060,-159.427699,0.000000,top
"Q322","2N7002","SOT-23",118.365060,-151.827699,0.000000,top
"Q323","2N7002","SOT-23",118.365060,-148.027699,0.000000,top
"Q324","2N7002K","SOT-23",114.665060,-159.427699,0.000000,top
"Q325","2N7002","SOT-23",114.665060,-155.627699,0.000000,top
"Q326","2N7002K","SOT-23",114.665060,-151.827699,0.000000,top
"Q327","2N7002K","SOT-23",114.665060,-148.027699,0.000000,top
"Q328","2N7002K","SOT-23",114.665060,-163.227699,0.000000,top
"Q329","2N7002","SOT-23",118.340000,-121.400000,0.000000,top
"Q330","2N7002","SOT-23",118.340000,-132.800000,0.000000,top
"Q331","2N7002","SOT-23",114.640000,-132.800000,0.000000,top
"Q332","2N7002","SOT-23",114.640000,-121.400000,0.000000,top
"Q333","2N7002","SOT-23",118.340000,-125.200000,0.000000,top
"Q334","2N7002","SOT-23",118.340000,-136.600000,0.000000,top
"Q335","2N7002","SOT-23",114.640000,-129.000000,0.000000,top
"Q336","2N7002","SOT-23",114.640000,-125.200000,0.000000,top
"Q337","2N7002","SOT-23",114.640000,-136.600000,0.000000,top
"Q338","2N7002","SOT-23",118.340000,-140.400000,0.000000,top
"Q339","2N7002","SOT-23",114.640000,-140.400000,0.000000,top
"Q340","2N7002","SOT-23",118.370060,-167.682699,0.000000,top
"Q341","2N7002","SOT-23",118.370060,-179.082699,0.000000,top
"Q342","2N7002","SOT-23",114.670060,-179.082699,0.000000,top
"Q343","2N7002","SOT-23",114.670060,-167.682699,0.000000,top
"Q344","2N7002","SOT-23",118.370060,-171.482699,0.000000,top
"Q345","2N7002","SOT-23",118.370060,-182.882699,0.000000,top
"Q346","2N7002","SOT-23",114.670060,-175.282699,0.000000,top
"Q347","2N7002","SOT-23",114.670060,-171.482699,0.000000,top
"Q348","2N7002","SOT-23",114.670060,-182.882699,0.000000,top
"Q349","2N7002","SOT-23",118.370060,-186.682699,0.000000,top
"Q350","2N7002","SOT-23",114.670060,-186.682699,0.000000,top
"Q351","2N7002","SOT-23",160.450000,-190.400000,0.000000,top
"Q352","2N7002K","SOT-23",156.700000,-190.400000,0.000000,top
"Q353","2N7002K","SOT-23",160.450000,-163.150000,0.000000,top
"Q354","2N7002","SOT-23",160.400000,-67.700000,0.000000,top
"Q355","2N7002","SOT-23",156.700000,-67.700000,0.000000,top
"Q356","2N7002","SOT-23",160.400000,-44.900000,0.000000,top
"Q357","2N7002","SOT-23",160.400000,-56.300000,0.000000,top
"Q358","2N7002","SOT-23",156.700000,-56.300000,0.000000,top
"Q359","2N7002","SOT-23",156.700000,-44.900000,0.000000,top
"Q360","2N7002","SOT-23",160.400000,-48.700000,0.000000,top
"Q361","2N7002","SOT-23",160.400000,-60.100000,0.000000,top
"Q362","2N7002","SOT-23",156.700000,-52.500000,0.000000,top
"Q363","2N7002","SOT-23",156.700000,-48.700000,0.000000,top
"Q364","2N7002","SOT-23",156.700000,-60.100000,0.000000,top
"Q365","2N7002","SOT-23",160.400000,-63.900000,0.000000,top
"Q366","2N7002","SOT-23",156.700000,-63.900000,0.000000,top
"Q367","2N7002","SOT-23",160.425060,-144.127699,0.000000,top
"Q368","2N7002","SOT-23",156.725060,-144.127699,0.000000,top
"Q369","2N7002","SOT-23",160.425060,-155.527699,0.000000,top
"Q370","2N7002","SOT-23",160.425060,-159.327699,0.000000,top
"Q371","2N7002","SOT-23",160.425060,-151.727699,0.000000,top
"Q372","2N7002","SOT-23",160.425060,-147.927699,0.000000,top
"Q373","2N7002K","SOT-23",156.725060,-159.327699,0.000000,top
"Q374","2N7002","SOT-23",156.725060,-155.527699,0.000000,top
"Q375","2N7002K","SOT-23",156.725060,-151.727699,0.000000,top
"Q376","2N7002K","SOT-23",156.725060,-147.927699,0.000000,top
"Q377","2N7002K","SOT-23",156.725060,-163.127699,0.000000,top
"Q378","2N7002","SOT-23",160.400000,-121.300000,0.000000,top
"Q379","2N7002","SOT-23",160.400000,-132.700000,0.000000,top
"Q380","2N7002","SOT-23",156.700000,-132.700000,0.000000,top
"Q381","2N7002","SOT-23",156.700000,-121.300000,0.000000,top
"Q382","2N7002","SOT-23",160.400000,-125.100000,0.000000,top
"Q383","2N7002","SOT-23",160.400000,-136.500000,0.000000,top
"Q384","2N7002","SOT-23",156.700000,-128.900000,0.000000,top
"Q385","2N7002","SOT-23",156.700000,-125.100000,0.000000,top
"Q386","2N7002","SOT-23",156.700000,-136.500000,0.000000,top
"Q387","2N7002","SOT-23",160.400000,-140.300000,0.000000,top
"Q388","2N7002","SOT-23",156.700000,-140.300000,0.000000,top
"Q389","2N7002","SOT-23",160.500000,-113.400000,0.000000,top
"Q390","2N7002","SOT-23",160.400000,-105.900000,0.000000,top
"Q391","2N7002","SOT-23",160.400000,-98.400000,0.000000,top
"Q392","2N7002","SOT-23",156.800000,-113.400000,0.000000,top
"Q393","2N7002","SOT-23",156.700000,-105.900000,0.000000,top
"Q394","2N7002","SOT-23",156.700000,-98.400000,0.000000,top
"Q395","2N7002","SOT-23",156.800000,-117.200000,0.000000,top
"Q396","2N7002","SOT-23",156.700000,-102.100000,0.000000,top
"Q397","2N7002","SOT-23",160.400000,-72.000000,0.000000,top
"Q398","2N7002","SOT-23",160.400000,-83.400000,0.000000,top
"Q399","2N7002","SOT-23",156.700000,-83.400000,0.000000,top
"Q400","2N7002","SOT-23",156.700000,-72.000000,0.000000,top
"Q401","2N7002","SOT-23",160.400000,-75.800000,0.000000,top
"Q402","2N7002","SOT-23",160.400000,-87.200000,0.000000,top
"Q403","2N7002","SOT-23",156.700000,-79.600000,0.000000,top
"Q404","2N7002","SOT-23",156.700000,-75.800000,0.000000,top
"Q405","2N7002","SOT-23",156.700000,-87.200000,0.000000,top
"Q406","2N7002","SOT-23",160.400000,-91.000000,0.000000,top
"Q407","2N7002","SOT-23",156.700000,-91.000000,0.000000,top
"Q408","2N7002","SOT-23",160.450000,-167.550000,0.000000,top
"Q409","2N7002","SOT-23",160.450000,-178.950000,0.000000,top
"Q410","2N7002","SOT-23",156.750000,-178.950000,0.000000,top
"Q411","2N7002","SOT-23",156.750000,-167.550000,0.000000,top
"Q412","2N7002","SOT-23",160.450000,-171.350000,0.000000,top
"Q413","2N7002","SOT-23",160.450000,-182.750000,0.000000,top
"Q414","2N7002","SOT-23",156.750000,-175.150000,0.000000,top
"Q415","2N7002","SOT-23",156.750000,-171.350000,0.000000,top
"Q416","2N7002","SOT-23",156.750000,-182.750000,0.000000,top
"Q417","2N7002","SOT-23",160.450000,-186.550000,0.000000,top
"Q418","2N7002","SOT-23",156.750000,-186.550000,0.000000,top
"Q419","2N7002","SOT-23",174.450000,-190.500000,0.000000,top
"Q420","2N7002K","SOT-23",170.700000,-190.500000,0.000000,top
"Q421","2N7002K","SOT-23",174.450000,-163.250000,0.000000,top
"Q422","2N7002","SOT-23",174.400000,-67.800000,0.000000,top
"Q423","2N7002","SOT-23",170.700000,-67.800000,0.000000,top
"Q424","2N7002","SOT-23",174.400000,-45.000000,0.000000,top
"Q425","2N7002","SOT-23",174.400000,-56.400000,0.000000,top
"Q426","2N7002","SOT-23",170.700000,-56.400000,0.000000,top
"Q427","2N7002","SOT-23",170.700000,-45.000000,0.000000,top
"Q428","2N7002","SOT-23",174.400000,-48.800000,0.000000,top
"Q429","2N7002","SOT-23",174.400000,-60.200000,0.000000,top
"Q430","2N7002","SOT-23",170.700000,-52.600000,0.000000,top
"Q431","2N7002","SOT-23",170.700000,-48.800000,0.000000,top
"Q432","2N7002","SOT-23",170.700000,-60.200000,0.000000,top
"Q433","2N7002","SOT-23",174.400000,-64.000000,0.000000,top
"Q434","2N7002","SOT-23",170.700000,-64.000000,0.000000,top
"Q435","2N7002","SOT-23",174.425060,-144.227699,0.000000,top
"Q436","2N7002","SOT-23",170.725060,-144.227699,0.000000,top
"Q437","2N7002","SOT-23",174.425060,-155.627699,0.000000,top
"Q438","2N7002","SOT-23",174.425060,-159.427699,0.000000,top
"Q439","2N7002","SOT-23",174.425060,-151.827699,0.000000,top
"Q440","2N7002","SOT-23",174.425060,-148.027699,0.000000,top
"Q441","2N7002K","SOT-23",170.725060,-159.427699,0.000000,top
"Q442","2N7002","SOT-23",170.725060,-155.627699,0.000000,top
"Q443","2N7002K","SOT-23",170.725060,-151.827699,0.000000,top
"Q444","2N7002K","SOT-23",170.725060,-148.027699,0.000000,top
"Q445","2N7002K","SOT-23",170.725060,-163.227699,0.000000,top
"Q446","2N7002","SOT-23",174.400000,-121.400000,0.000000,top
"Q447","2N7002","SOT-23",174.400000,-132.800000,0.000000,top
"Q448","2N7002","SOT-23",170.700000,-132.800000,0.000000,top
"Q449","2N7002","SOT-23",170.700000,-121.400000,0.000000,top
"Q450","2N7002","SOT-23",174.400000,-125.200000,0.000000,top
"Q451","2N7002","SOT-23",174.400000,-136.600000,0.000000,top
"Q452","2N7002","SOT-23",170.700000,-129.000000,0.000000,top
"Q453","2N7002","SOT-23",170.700000,-125.200000,0.000000,top
"Q454","2N7002","SOT-23",170.700000,-136.600000,0.000000,top
"Q455","2N7002","SOT-23",174.400000,-140.400000,0.000000,top
"Q456","2N7002","SOT-23",170.700000,-140.400000,0.000000,top
"Q457","2N7002","SOT-23",174.500000,-113.500000,0.000000,top
"Q458","2N7002","SOT-23",174.400000,-106.000000,0.000000,top
"Q459","2N7002","SOT-23",174.400000,-98.500000,0.000000,top
"Q460","2N7002","SOT-23",170.800000,-113.500000,0.000000,top
