Ref,Val,Package,PosX,PosY,Rot,Side
"Q461","2N7002","SOT-23",170.700000,-106.000000,0.000000,top
"Q462","2N7002","SOT-23",170.700000,-98.500000,0.000000,top
"Q463","2N7002","SOT-23",170.800000,-117.300000,0.000000,top
"Q464","2N7002","SOT-23",170.700000,-102.200000,0.000000,top
"Q465","2N7002","SOT-23",174.400000,-72.100000,0.000000,top
"Q466","2N7002","SOT-23",174.400000,-83.500000,0.000000,top
"Q467","2N7002","SOT-23",170.700000,-83.500000,0.000000,top
"Q468","2N7002","SOT-23",170.700000,-72.100000,0.000000,top
"Q469","2N7002","SOT-23",174.400000,-75.900000,0.000000,top
"Q470","2N7002","SOT-23",174.400000,-87.300000,0.000000,top
"Q471","2N7002","SOT-23",170.700000,-79.700000,0.000000,top
"Q472","2N7002","SOT-23",170.700000,-75.900000,0.000000,top
"Q473","2N7002","SOT-23",170.700000,-87.300000,0.000000,top
"Q474","2N7002","SOT-23",174.400000,-91.100000,0.000000,top
"Q475","2N7002","SOT-23",170.700000,-91.100000,0.000000,top
"Q476","2N7002","SOT-23",174.450000,-167.650000,0.000000,top
"Q477","2N7002","SOT-23",174.450000,-179.050000,0.000000,top
"Q478","2N7002","SOT-23",170.750000,-179.050000,0.000000,top
"Q479","2N7002","SOT-23",170.750000,-167.650000,0.000000,top
"Q480","2N7002","SOT-23",174.450000,-171.450000,0.000000,top
"Q481","2N7002","SOT-23",174.450000,-182.850000,0.000000,top
"Q482","2N7002","SOT-23",170.750000,-175.250000,0.000000,top
"Q483","2N7002","SOT-23",170.750000,-171.450000,0.000000,top
"Q484","2N7002","SOT-23",170.750000,-182.850000,0.000000,top
"Q485","2N7002","SOT-23",174.450000,-186.650000,0.000000,top
"Q486","2N7002","SOT-23",170.750000,-186.650000,0.000000,top
"Q487","2N7002","SOT-23",202.450000,-190.500000,0.000000,top
"Q488","2N7002K","SOT-23",198.700000,-190.500000,0.000000,top
"Q489","2N7002K","SOT-23",202.450000,-163.250000,0.000000,top
"Q490","2N7002","SOT-23",202.400000,-67.800000,0.000000,top
"Q491","2N7002","SOT-23",198.700000,-67.800000,0.000000,top
"Q492","2N7002","SOT-23",202.400000,-45.000000,0.000000,top
"Q493","2N7002","SOT-23",202.400000,-56.400000,0.000000,top
"Q494","2N7002","SOT-23",198.700000,-56.400000,0.000000,top
"Q495","2N7002","SOT-23",198.700000,-45.000000,0.000000,top
"Q496","2N7002","SOT-23",202.400000,-48.800000,0.000000,top
"Q497","2N7002","SOT-23",202.400000,-60.200000,0.000000,top
"Q498","2N7002","SOT-23",198.700000,-52.600000,0.000000,top
"Q499","2N7002","SOT-23",198.700000,-48.800000,0.000000,top
"Q500","2N7002","SOT-23",198.700000,-60.200000,0.000000,top
"Q501","2N7002","SOT-23",202.400000,-64.000000,0.000000,top
"Q502","2N7002","SOT-23",198.700000,-64.000000,0.000000,top
"Q503","2N7002","SOT-23",202.425060,-144.227699,0.000000,top
"Q504","2N7002","SOT-23",198.725060,-144.227699,0.000000,top
"Q505","2N7002","SOT-23",202.425060,-155.627699,0.000000,top
"Q506","2N7002","SOT-23",202.425060,-159.427699,0.000000,top
"Q507","2N7002","SOT-23",202.425060,-151.827699,0.000000,top
"Q508","2N7002","SOT-23",202.425060,-148.027699,0.000000,top
"Q509","2N7002K","SOT-23",198.725060,-159.427699,0.000000,top
"Q510","2N7002","SOT-23",198.725060,-155.627699,0.000000,top
"Q511","2N7002K","SOT-23",198.725060,-151.827699,0.000000,top
"Q512","2N7002K","SOT-23",198.725060,-148.027699,0.000000,top
"Q513","2N7002K","SOT-23",198.725060,-163.227699,0.000000,top
"Q514","2N7002","SOT-23",202.400000,-121.400000,0.000000,top
"Q515","2N7002","SOT-23",202.400000,-132.800000,0.000000,top
"Q516","2N7002","SOT-23",198.700000,-132.800000,0.000000,top
"Q517","2N7002","SOT-23",198.700000,-121.400000,0.000000,top
"Q518","2N7002","SOT-23",202.400000,-125.200000,0.000000,top
"Q519","2N7002","SOT-23",202.400000,-136.600000,0.000000,top
"Q520","2N7002","SOT-23",198.700000,-129.000000,0.000000,top
"Q521","2N7002","SOT-23",198.700000,-125.200000,0.000000,top
"Q522","2N7002","SOT-23",198.700000,-136.600000,0.000000,top
"Q523","2N7002","SOT-23",202.400000,-140.400000,0.000000,top
"Q524","2N7002","SOT-23",198.700000,-140.400000,0.000000,top
"Q525","2N7002","SOT-23",202.500000,-113.500000,0.000000,top
"Q526","2N7002","SOT-23",202.400000,-106.000000,0.000000,top
"Q527","2N7002","SOT-23",202.400000,-98.500000,0.000000,top
"Q528","2N7002","SOT-23",198.800000,-113.500000,0.000000,top
"Q529","2N7002","SOT-23",198.700000,-106.000000,0.000000,top
"Q530","2N7002","SOT-23",198.700000,-98.500000,0.000000,top
"Q531","2N7002","SOT-23",198.800000,-117.300000,0.000000,top
"Q532","2N7002","SOT-23",198.700000,-102.200000,0.000000,top
"Q533","2N7002","SOT-23",202.400000,-72.100000,0.000000,top
"Q534","2N7002","SOT-23",202.400000,-83.500000,0.000000,top
"Q535","2N7002","SOT-23",198.700000,-83.500000,0.000000,top
"Q536","2N7002","SOT-23",198.700000,-72.100000,0.000000,top
"Q537","2N7002","SOT-23",202.400000,-75.900000,0.000000,top
"Q538","2N7002","SOT-23",202.400000,-87.300000,0.000000,top
"Q539","2N7002","SOT-23",198.700000,-79.700000,0.000000,top
"Q540","2N7002","SOT-23",198.700000,-75.900000,0.000000,top
"Q541","2N7002","SOT-23",198.700000,-87.300000,0.000000,top
"Q542","2N7002","SOT-23",202.400000,-91.100000,0.000000,top
"Q543","2N7002","SOT-23",198.700000,-91.100000,0.000000,top
"Q544","2N7002","SOT-23",202.450000,-167.650000,0.000000,top
"Q545","2N7002","SOT-23",202.450000,-179.050000,0.000000,top
"Q546","2N7002","SOT-23",198.750000,-179.050000,0.000000,top
"Q547","2N7002","SOT-23",198.750000,-167.650000,0.000000,top
"Q548","2N7002","SOT-23",202.450000,-171.450000,0.000000,top
"Q549","2N7002","SOT-23",202.450000,-182.850000,0.000000,top
"Q550","2N7002","SOT-23",198.750000,-175.250000,0.000000,top
"Q551","2N7002","SOT-23",198.750000,-171.450000,0.000000,top
"Q552","2N7002","SOT-23",198.750000,-182.850000,0.000000,top
"Q553","2N7002","SOT-23",202.450000,-186.650000,0.000000,top
"Q554","2N7002","SOT-23",198.750000,-186.650000,0.000000,top
"Q555","2N7002","SOT-23",216.450000,-190.500000,0.000000,top
"Q556","2N7002K","SOT-23",212.700000,-190.500000,0.000000,top
"Q557","2N7002K","SOT-23",216.450000,-163.250000,0.000000,top
"Q558","2N7002","SOT-23",216.400000,-67.800000,0.000000,top
"Q559","2N7002","SOT-23",212.700000,-67.800000,0.000000,top
"Q560","2N7002","SOT-23",216.400000,-45.000000,0.000000,top
"Q561","2N7002","SOT-23",216.400000,-56.400000,0.000000,top
"Q562","2N7002","SOT-23",212.700000,-56.400000,0.000000,top
"Q563","2N7002","SOT-23",212.700000,-45.000000,0.000000,top
"Q564","2N7002","SOT-23",216.400000,-48.800000,0.000000,top
"Q565","2N7002","SOT-23",216.400000,-60.200000,0.000000,top
"Q566","2N7002","SOT-23",212.700000,-52.600000,0.000000,top
"Q567","2N7002","SOT-23",212.700000,-48.800000,0.000000,top
"Q568","2N7002","SOT-23",212.700000,-60.200000,0.000000,top
"Q569","2N7002","SOT-23",216.400000,-64.000000,0.000000,top
"Q570","2N7002","SOT-23",212.700000,-64.000000,0.000000,top
"Q571","2N7002","SOT-23",216.425060,-144.227699,0.000000,top
"Q572","2N7002","SOT-23",212.725060,-144.227699,0.000000,top
"Q573","2N7002","SOT-23",216.425060,-155.627699,0.000000,top
"Q574","2N7002","SOT-23",216.425060,-159.427699,0.000000,top
"Q575","2N7002","SOT-23",216.425060,-151.827699,0.000000,top
"Q576","2N7002","SOT-23",216.425060,-148.027699,0.000000,top
"Q577","2N7002K","SOT-23",212.725060,-159.427699,0.000000,top
"Q578","2N7002","SOT-23",212.725060,-155.627699,0.000000,top
"Q579","2N7002K","SOT-23",212.725060,-151.827699,0.000000,top
"Q580","2N7002K","SOT-23",212.725060,-148.027699,0.000000,top
"Q581","2N7002K","SOT-23",212.725060,-163.227699,0.000000,top
"Q582","2N7002","SOT-23",216.400000,-121.400000,0.000000,top
"Q583","2N7002","SOT-23",216.400000,-132.800000,0.000000,top
"Q584","2N7002","SOT-23",212.700000,-132.800000,0.000000,top
"Q585","2N7002","SOT-23",212.700000,-121.400000,0.000000,top
"Q586","2N7002","SOT-23",216.400000,-125.200000,0.000000,top
"Q587","2N7002","SOT-23",216.400000,-136.600000,0.000000,top
"Q588","2N7002","SOT-23",212.700000,-129.000000,0.000000,top
"Q589","2N7002","SOT-23",212.700000,-125.200000,0.000000,top
"Q590","2N7002","SOT-23",212.700000,-136.600000,0.000000,top
"Q591","2N7002","SOT-23",216.400000,-140.400000,0.000000,top
"Q592","2N7002","SOT-23",212.700000,-140.400000,0.000000,top
"Q593","2N7002","SOT-23",216.500000,-113.500000,0.000000,top
"Q594","2N7002","SOT-23",216.400000,-106.000000,0.000000,top
"Q595","2N7002","SOT-23",216.400000,-98.500000,0.000000,top
"Q596","2N7002","SOT-23",212.800000,-113.500000,0.000000,top
"Q597","2N7002","SOT-23",212.700000,-106.000000,0.000000,top
"Q598","2N7002","SOT-23",212.700000,-98.500000,0.000000,top
"Q599","2N7002","SOT-23",212.800000,-117.300000,0.000000,top
"Q600","2N7002","SOT-23",212.700000,-102.200000,0.000000,top
"Q601","2N7002","SOT-23",216.400000,-72.100000,0.000000,top
"Q602","2N7002","SOT-23",216.400000,-83.500000,0.000000,top
"Q603","2N7002","SOT-23",212.700000,-83.500000,0.000000,top
"Q604","2N7002","SOT-23",212.700000,-72.100000,0.000000,top
"Q605","2N7002","SOT-23",216.400000,-75.900000,0.000000,top
"Q606","2N7002","SOT-23",216.400000,-87.300000,0.000000,top
"Q607","2N7002","SOT-23",212.700000,-79.700000,0.000000,top
"Q608","2N7002","SOT-23",212.700000,-75.900000,0.000000,top
"Q609","2N7002","SOT-23",212.700000,-87.300000,0.000000,top
"Q610","2N7002","SOT-23",216.400000,-91.100000,0.000000,top
"Q611","2N7002","SOT-23",212.700000,-91.100000,0.000000,top
"Q612","2N7002","SOT-23",216.450000,-167.650000,0.000000,top
"Q613","2N7002","SOT-23",216.450000,-179.050000,0.000000,top
"Q614","2N7002","SOT-23",212.750000,-179.050000,0.000000,top
"Q615","2N7002","SOT-23",212.750000,-167.650000,0.000000,top
"Q616","2N7002","SOT-23",216.450000,-171.450000,0.000000,top
"Q617","2N7002","SOT-23",216.450000,-182.850000,0.000000,top
"Q618","2N7002","SOT-23",212.750000,-175.250000,0.000000,top
"Q619","2N7002","SOT-23",212.750000,-171.450000,0.000000,top
"Q620","2N7002","SOT-23",212.750000,-182.850000,0.000000,top
"Q621","2N7002","SOT-23",216.450000,-186.650000,0.000000,top
"Q622","2N7002","SOT-23",212.750000,-186.650000,0.000000,top
"Q623","2N7002K","SOT-23",159.300000,-218.400000,0.000000,top
"Q624","2N7002K","SOT-23",159.300000,-214.600000,0.000000,top
"Q625","2N7002K","SOT-23",159.300000,-210.800000,0.000000,top
"Q626","2N7002","SOT-23",228.000000,-214.500000,0.000000,top
"Q627","2N7002","SOT-23",171.000000,-210.700000,0.000000,top
"Q628","2N7002K","SOT-23",155.600000,-210.800000,0.000000,top
"Q629","2N7002","SOT-23",171.000000,-218.300000,0.000000,top
"Q630","2N7002","SOT-23",167.300000,-218.300000,0.000000,top
"Q631","2N7002","SOT-23",171.000000,-214.500000,0.000000,top
"Q632","2N7002","SOT-23",167.300000,-214.500000,0.000000,top
"Q633","2N7002","SOT-23",171.000000,-222.100000,0.000000,top
"Q634","2N7002","SOT-23",171.000000,-225.900000,0.000000,top
"Q636","2N7002","SOT-23",234.084940,-192.722301,0.000000,top
"Q637","2N7002","SOT-23",234.100000,-154.600000,0.000000,top
"Q638","2N7002","SOT-23",234.100000,-158.400000,0.000000,top
"Q639","2N7002","SOT-23",230.400000,-177.500000,0.000000,top
"Q640","2N7002","SOT-23",234.100000,-177.500000,0.000000,top
"Q641","2N7002","SOT-23",234.100000,-166.000000,0.000000,top
"Q642","2N7002","SOT-23",234.100000,-162.200000,0.000000,top
"Q643","2N7002","SOT-23",230.500000,-162.200000,0.000000,top
"Q644","2N7002","SOT-23",226.700000,-181.300000,0.000000,top
"Q645","2N7002","SOT-23",230.400000,-181.300000,0.000000,top
"Q646","2N7002","SOT-23",234.100000,-181.300000,0.000000,top
"Q647","2N7002","SOT-23",230.400000,-169.800000,0.000000,top
"Q648","2N7002","SOT-23",234.100000,-169.800000,0.000000,top
"Q649","2N7002","SOT-23",234.100000,-173.600000,0.000000,top
"Q650","2N7002","SOT-23",226.700000,-185.100000,0.000000,top
"Q651","2N7002","SOT-23",230.400000,-185.100000,0.000000,top
"Q652","2N7002","SOT-23",234.100000,-185.100000,0.000000,top
"Q653","2N7002","SOT-23",234.100000,-188.900000,0.000000,top
"Q654","2N7002","SOT-23",70.800000,-218.400000,0.000000,top
"Q655","2N7002","SOT-23",70.800000,-222.200000,0.000000,top
"Q656","2N7002","SOT-23",83.700000,-214.600000,0.000000,top
"Q657","2N7002","SOT-23",67.100000,-214.600000,0.000000,top
"Q658","2N7002","SOT-23",67.100000,-218.400000,0.000000,top
"Q659","2N7002","SOT-23",67.100000,-222.200000,0.000000,top
"Q660","2N7002","SOT-23",67.100000,-226.000000,0.000000,top
"Q661","2N7002","SOT-23",63.400000,-214.600000,0.000000,top
"Q662","2N7002","SOT-23",63.400000,-222.200000,0.000000,top
"Q663","2N7002","SOT-23",59.700000,-214.600000,0.000000,top
"Q664","2N7002","SOT-23",83.700000,-225.800000,0.000000,top
"Q665","2N7002","SOT-23",67.100000,-210.800000,0.000000,top
"Q666","2N7002","SOT-23",70.800000,-229.700000,0.000000,top
"Q667","2N7002","SOT-23",67.100000,-229.700000,0.000000,top
"Q668","2N7002","SOT-23",83.700000,-229.500000,0.000000,top
"Q669","2N7002","SOT-23",59.700000,-210.800000,0.000000,top
"Q670","2N7002","SOT-23",63.400000,-210.800000,0.000000,top
"Q671","2N7002","SOT-23",70.800000,-210.800000,0.000000,top
"Q672","2N7002","SOT-23",131.800000,-222.100000,0.000000,top
"Q673","2N7002","SOT-23",135.500000,-222.100000,0.000000,top
"Q674","2N7002","SOT-23",176.700000,-214.500000,0.000000,top
"Q675","2N7002","SOT-23",131.800000,-210.800000,0.000000,top
"Q676","2N7002","SOT-23",135.500000,-210.800000,0.000000,top
"Q677","2N7002","SOT-23",104.100000,-229.800000,0.000000,top
"Q678","2N7002","SOT-23",115.200000,-229.800000,0.000000,top
"Q679","2N7002","SOT-23",107.800000,-229.800000,0.000000,top
"Q680","2N7002","SOT-23",100.400000,-229.800000,0.000000,top
"Q681","2N7002","SOT-23",111.500000,-229.800000,0.000000,top
"Q682","2N7002","SOT-23",128.150000,-233.450000,0.000000,top
"Q683","2N7002","SOT-23",135.500000,-233.450000,0.000000,top
"Q684","2N7002","SOT-23",131.800000,-225.900000,0.000000,top
"Q685","2N7002","SOT-23",135.500000,-225.900000,0.000000,top
"Q686","2N7002","SOT-23",96.700000,-229.800000,0.000000,top
"Q687","2N7002","SOT-23",131.800000,-233.450000,0.000000,top
"Q688","2N7002","SOT-23",135.500000,-229.700000,0.000000,top
"Q689","2N7002","SOT-23",131.800000,-229.700000,0.000000,top
"Q690","2N7002","SOT-23",111.500000,-214.600000,0.000000,top
"Q691","2N7002","SOT-23",115.200000,-214.600000,0.000000,top
"Q692","2N7002","SOT-23",100.400000,-222.200000,0.000000,top
"Q693","2N7002","SOT-23",104.100000,-222.200000,0.000000,top
"Q694","2N7002","SOT-23",107.800000,-222.200000,0.000000,top
"Q695","2N7002","SOT-23",111.500000,-222.200000,0.000000,top
"Q696","2N7002","SOT-23",115.200000,-222.200000,0.000000,top
"Q697","2N7002","SOT-23",115.200000,-226.000000,0.000000,top
"Q698","2N7002","SOT-23",111.500000,-226.000000,0.000000,top
"Q699","2N7002","SOT-23",107.800000,-214.600000,0.000000,top
"Q700","2N7002","SOT-23",104.100000,-214.600000,0.000000,top
"Q701","2N7002","SOT-23",107.800000,-218.400000,0.000000,top
"Q702","2N7002","SOT-23",111.500000,-218.400000,0.000000,top
"Q703","2N7002","SOT-23",115.200000,-218.400000,0.000000,top
"Q704","2N7002","SOT-23",100.400000,-214.600000,0.000000,top
"Q705","2N7002","SOT-23",104.100000,-218.400000,0.000000,top
"Q706","2N7002K","SOT-23",100.400000,-233.700000,0.000000,top
"Q707","2N7002","SOT-23",107.800000,-233.600000,0.000000,top
"Q708","2N7002","SOT-23",115.200000,-233.600000,0.000000,top
"Q709","2N7002","SOT-23",115.200000,-210.800000,0.000000,top
"Q710","2N7002","SOT-23",111.500000,-210.800000,0.000000,top
"Q711","2N7002","SOT-23",107.800000,-210.800000,0.000000,top
"Q712","2N7002","SOT-23",104.100000,-210.800000,0.000000,top
"Q713","2N7002","SOT-23",131.800000,-218.400000,0.000000,top
"Q714","2N7002","SOT-23",135.500000,-218.400000,0.000000,top
"Q715","2N7002","SOT-23",131.800000,-214.600000,0.000000,top
"Q716","2N7002","SOT-23",135.500000,-214.600000,0.000000,top
"Q717","2N7002","SOT-23",100.400000,-210.800000,0.000000,top
"Q718","2N7002","SOT-23",96.700000,-210.800000,0.000000,top
"Q719","2N7002","SOT-23",226.700000,-60.100000,0.000000,top
"Q720","2N7002","SOT-23",230.400000,-60.100000,0.000000,top
"Q721","2N7002","SOT-23",226.700000,-75.300000,0.000000,top
"Q722","2N7002","SOT-23",230.400000,-75.300000,0.000000,top
"Q723","2N7002","SOT-23",226.700000,-71.500000,0.000000,top
"Q724","2N7002","SOT-23",230.400000,-71.500000,0.000000,top
"Q725","2N7002","SOT-23",226.700000,-86.700000,0.000000,top
"Q726","2N7002","SOT-23",230.400000,-86.700000,0.000000,top
"Q727","2N7002","SOT-23",226.700000,-63.900000,0.000000,top
"Q728","2N7002","SOT-23",230.400000,-63.900000,0.000000,top
"Q729","2N7002","SOT-23",226.700000,-79.100000,0.000000,top
"Q730","2N7002","SOT-23",230.400000,-79.100000,0.000000,top
"Q731","2N7002","SOT-23",226.700000,-67.700000,0.000000,top
"Q732","2N7002","SOT-23",230.400000,-67.700000,0.000000,top
"Q733","2N7002","SOT-23",226.700000,-82.900000,0.000000,top
"Q734","2N7002","SOT-23",230.400000,-82.900000,0.000000,top
"Q735","2N7002","SOT-23",226.700000,-90.500000,0.000000,top
"Q736","2N7002","SOT-23",230.400000,-90.500000,0.000000,top
"Q737","2N7002","SOT-23",230.400000,-120.900000,0.000000,top
"Q738","2N7002","SOT-23",230.400000,-128.400000,0.000000,top
"Q739","2N7002","SOT-23",230.400000,-132.200000,0.000000,top
"Q740","2N7002","SOT-23",230.400000,-98.100000,0.000000,top
"Q741","2N7002","SOT-23",230.400000,-101.900000,0.000000,top
"Q742","2N7002","SOT-23",230.400000,-109.500000,0.000000,top
"Q743","2N7002","SOT-23",230.400000,-113.300000,0.000000,top
"Q744","2N7002","SOT-23",230.500000,-94.300000,0.000000,top
"Q745","2N7002","SOT-23",226.700000,-120.900000,0.000000,top
"Q746","2N7002","SOT-23",226.700000,-128.400000,0.000000,top
"Q747","2N7002","SOT-23",226.700000,-132.200000,0.000000,top
"Q748","2N7002","SOT-23",226.700000,-98.100000,0.000000,top
"Q749","2N7002","SOT-23",226.700000,-101.900000,0.000000,top
"Q750","2N7002","SOT-23",226.700000,-109.500000,0.000000,top
"Q751","2N7002","SOT-23",226.700000,-113.300000,0.000000,top
"Q752","2N7002","SOT-23",226.700000,-117.100000,0.000000,top
"Q753","2N7002","SOT-23",226.700000,-124.600000,0.000000,top
"Q754","2N7002","SOT-23",226.700000,-94.300000,0.000000,top
"Q755","2N7002","SOT-23",226.700000,-105.700000,0.000000,top
"Q756","2N7002","SOT-23",188.450000,-190.500000,0.000000,top
"Q757","2N7002K","SOT-23",184.700000,-190.500000,0.000000,top
"Q758","2N7002K","SOT-23",188.450000,-163.250000,0.000000,top
"Q759","2N7002","SOT-23",188.400000,-67.800000,0.000000,top
"Q760","2N7002","SOT-23",184.700000,-67.800000,0.000000,top
"Q761","2N7002","SOT-23",188.400000,-45.000000,0.000000,top
"Q762","2N7002","SOT-23",188.400000,-56.400000,0.000000,top
"Q763","2N7002","SOT-23",184.700000,-56.400000,0.000000,top
"Q764","2N7002","SOT-23",184.700000,-45.000000,0.000000,top
"Q765","2N7002","SOT-23",188.400000,-48.800000,0.000000,top
"Q766","2N7002","SOT-23",188.400000,-60.200000,0.000000,top
"Q767","2N7002","SOT-23",184.700000,-52.600000,0.000000,top
"Q768","2N7002","SOT-23",184.700000,-48.800000,0.000000,top
"Q769","2N7002","SOT-23",184.700000,-60.200000,0.000000,top
"Q770","2N7002","SOT-23",188.400000,-64.000000,0.000000,top
"Q771","2N7002","SOT-23",184.700000,-64.000000,0.000000,top
"Q772","2N7002","SOT-23",188.425060,-144.227699,0.000000,top
"Q773","2N7002","SOT-23",184.725060,-144.227699,0.000000,top
"Q774","2N7002","SOT-23",188.425060,-155.627699,0.000000,top
"Q775","2N7002","SOT-23",188.425060,-159.427699,0.000000,top
"Q776","2N7002","SOT-23",188.425060,-151.827699,0.000000,top
"Q777","2N7002","SOT-23",188.425060,-148.027699,0.000000,top
"Q778","2N7002K","SOT-23",184.725060,-159.427699,0.000000,top
"Q779","2N7002","SOT-23",184.725060,-155.627699,0.000000,top
"Q780","2N7002K","SOT-23",184.725060,-151.827699,0.000000,top
"Q781","2N7002K","SOT-23",184.725060,-148.027699,0.000000,top
"Q782","2N7002K","SOT-23",184.725060,-163.227699,0.000000,top
"Q783","2N7002","SOT-23",188.400000,-121.400000,0.000000,top
"Q784","2N7002","SOT-23",188.400000,-132.800000,0.000000,top
"Q785","2N7002","SOT-23",184.700000,-132.800000,0.000000,top
"Q786","2N7002","SOT-23",184.700000,-121.400000,0.000000,top
"Q787","2N7002","SOT-23",188.400000,-125.200000,0.000000,top
"Q788","2N7002","SOT-23",188.400000,-136.600000,0.000000,top
"Q789","2N7002","SOT-23",184.700000,-129.000000,0.000000,top
"Q790","2N7002","SOT-23",184.700000,-125.200000,0.000000,top
"Q791","2N7002","SOT-23",184.700000,-136.600000,0.000000,top
"Q792","2N7002","SOT-23",188.400000,-140.400000,0.000000,top
"Q793","2N7002","SOT-23",184.700000,-140.400000,0.000000,top
"Q794","2N7002","SOT-23",188.500000,-113.500000,0.000000,top
"Q795","2N7002","SOT-23",188.400000,-106.000000,0.000000,top
"Q796","2N7002","SOT-23",188.400000,-98.500000,0.000000,top
"Q797","2N7002","SOT-23",184.800000,-113.500000,0.000000,top
"Q798","2N7002","SOT-23",184.700000,-106.000000,0.000000,top
"Q799","2N7002","SOT-23",184.700000,-98.500000,0.000000,top
"Q800","2N7002","SOT-23",184.800000,-117.300000,0.000000,top
"Q801","2N7002","SOT-23",184.700000,-102.200000,0.000000,top
"Q802","2N7002","SOT-23",188.400000,-72.100000,0.000000,top
"Q803","2N7002","SOT-23",188.400000,-83.500000,0.000000,top
"Q804","2N7002","SOT-23",184.700000,-83.500000,0.000000,top
"Q805","2N7002","SOT-23",184.700000,-72.100000,0.000000,top
"Q806","2N7002","SOT-23",188.400000,-75.900000,0.000000,top
"Q807","2N7002","SOT-23",188.400000,-87.300000,0.000000,top
"Q808","2N7002","SOT-23",184.700000,-79.700000,0.000000,top
"Q809","2N7002","SOT-23",184.700000,-75.900000,0.000000,top
"Q810","2N7002","SOT-23",184.700000,-87.300000,0.000000,top
"Q811","2N7002","SOT-23",188.400000,-91.100000,0.000000,top
"Q812","2N7002","SOT-23",184.700000,-91.100000,0.000000,top
"Q813","2N7002","SOT-23",188.450000,-167.650000,0.000000,top
"Q814","2N7002","SOT-23",188.450000,-179.050000,0.000000,top
"Q815","2N7002","SOT-23",184.750000,-179.050000,0.000000,top
"Q816","2N7002","SOT-23",184.750000,-167.650000,0.000000,top
"Q817","2N7002","SOT-23",188.450000,-171.450000,0.000000,top
"Q818","2N7002","SOT-23",188.450000,-182.850000,0.000000,top
"Q819","2N7002","SOT-23",184.750000,-175.250000,0.000000,top
"Q820","2N7002","SOT-23",184.750000,-171.450000,0.000000,top
"Q821","2N7002","SOT-23",184.750000,-182.850000,0.000000,top
"Q822","2N7002","SOT-23",188.450000,-186.650000,0.000000,top
"Q823","2N7002","SOT-23",184.750000,-186.650000,0.000000,top
"Q824","2N7002","SOT-23",234.090000,-196.590000,0.000000,top
"Q825","2N7002","SOT-23",225.000000,-295.400000,0.000000,top
"Q826","2N7002","SOT-23",207.600000,-295.400000,0.000000,top
"Q827","2N7002","SOT-23",177.700000,-295.400000,0.000000,top
"Q828","2N7002","SOT-23",211.300000,-295.400000,0.000000,top
"Q829","2N7002","SOT-23",174.000000,-295.400000,0.000000,top
"Q830","2N7002","SOT-23",230.500000,-145.200000,0.000000,top
"Q831","2N7002K","SOT-23",226.700000,-145.200000,0.000000,top
"Q832","2N7002","SOT-23",230.500000,-141.300000,0.000000,top
"Q833","2N7002K","SOT-23",226.700000,-141.300000,0.000000,top
"Q834","2N7002","SOT-23",146.530000,-190.520000,0.000000,top
"Q835","2N7002K","SOT-23",142.780000,-190.520000,0.000000,top
"Q836","2N7002K","SOT-23",146.530000,-163.270000,0.000000,top
"Q837","2N7002","SOT-23",146.480000,-67.820000,0.000000,top
"Q838","2N7002","SOT-23",142.780000,-67.820000,0.000000,top
"Q839","2N7002","SOT-23",146.480000,-45.020000,0.000000,top
"Q840","2N7002","SOT-23",146.480000,-56.420000,0.000000,top
"Q841","2N7002","SOT-23",142.780000,-56.420000,0.000000,top
"Q842","2N7002","SOT-23",142.780000,-45.020000,0.000000,top
"Q843","2N7002","SOT-23",146.480000,-48.820000,0.000000,top
"Q844","2N7002","SOT-23",146.480000,-60.220000,0.000000,top
"Q845","2N7002","SOT-23",142.780000,-52.620000,0.000000,top
"Q846","2N7002","SOT-23",142.780000,-48.820000,0.000000,top
"Q847","2N7002","SOT-23",142.780000,-60.220000,0.000000,top
"Q848","2N7002","SOT-23",146.480000,-64.020000,0.000000,top
"Q849","2N7002","SOT-23",142.780000,-64.020000,0.000000,top
"Q850","2N7002","SOT-23",146.505060,-144.247699,0.000000,top
"Q851","2N7002","SOT-23",142.805060,-144.247699,0.000000,top
"Q852","2N7002","SOT-23",146.505060,-155.647699,0.000000,top
"Q853","2N7002","SOT-23",146.505060,-159.447699,0.000000,top
"Q854","2N7002","SOT-23",146.505060,-151.847699,0.000000,top
"Q855","2N7002","SOT-23",146.505060,-148.047699,0.000000,top
"Q856","2N7002K","SOT-23",142.805060,-159.447699,0.000000,top
"Q857","2N7002","SOT-23",142.805060,-155.647699,0.000000,top
"Q858","2N7002K","SOT-23",142.805060,-151.847699,0.000000,top
"Q859","2N7002K","SOT-23",142.805060,-148.047699,0.000000,top
"Q860","2N7002K","SOT-23",142.805060,-163.247699,0.000000,top
"Q861","2N7002","SOT-23",146.480000,-121.420000,0.000000,top
"Q862","2N7002","SOT-23",146.480000,-132.820000,0.000000,top
"Q863","2N7002","SOT-23",142.780000,-132.820000,0.000000,top
"Q864","2N7002","SOT-23",142.780000,-121.420000,0.000000,top
"Q865","2N7002","SOT-23",146.480000,-125.220000,0.000000,top
"Q866","2N7002","SOT-23",146.480000,-136.620000,0.000000,top
"Q867","2N7002","SOT-23",142.780000,-129.020000,0.000000,top
"Q868","2N7002","SOT-23",142.780000,-125.220000,0.000000,top
"Q869","2N7002","SOT-23",142.780000,-136.620000,0.000000,top
"Q870","2N7002","SOT-23",146.480000,-140.420000,0.000000,top
"Q871","2N7002","SOT-23",142.780000,-140.420000,0.000000,top
